"";"X";"id";"first_name";"second_name";"name";"singular_name";"form";"selected_by_percent";"total_points";"goals_scored";"assists";"clean_sheets";"transfers_in_event";"transfers_out_event";"event_points";"points_per_game";"goals_conceded";"yellow_cards";"red_cards";"saves";"bonus";"bps";"influence";"creativity";"threat";"ict_index";"value_form";"value_season";"news";"now_cost";"ep_this";"ep_next";"chance_of_playing_this_round";"in_dreamteam";"dreamteam_count";"minutes";"element_type";"team_code"
"231";231;175;"Dominic";"Calvert-Lewin";"Everton";"Forward";5;1,7;74;6;3;3;4915;3535;5;2,6;24;3;0;0;3;238;279,2;111,4;365;74,5;0,9;14;"";5,3;4,5;5;100;FALSE;0;1250;4;11
"232";232;177;"Cenk";"Tosun";"Everton";"Forward";0,3;1,5;44;2;3;1;86;242;0;2,1;15;3;0;0;0;126;167;128,9;453;74,6;0;6,9;"";6,4;-0,2;0,3;NA;FALSE;0;929;4;11
"233";233;393;"Richarlison";"de Andrade";"Everton";"Midfielder";5;17,4;134;12;2;8;11653;15197;8;4,6;34;3;1;0;12;346;614,6;241,4;995;184;0,8;20,6;"";6,5;4,5;5;100;FALSE;2;2224;3;11
"234";234;469;"Kevin";"Mirallas";"Everton";"Midfielder";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Fiorentina";5,5;0;0;0;FALSE;0;0;3;11
"235";235;470;"Sandro";"Ramírez";"Everton";"Forward";0;0,1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Real Sociedad";5,4;0;0;0;FALSE;0;0;4;11
"236";236;484;"Lucas";"Digne";"Everton";"Defender";5,5;8;109;3;4;8;12717;8670;6;3,9;34;4;1;0;13;552;699,6;881,8;221;180,2;1,1;21;"";5,2;5;5,5;100;FALSE;2;2340;2;11
"237";237;506;"Yerry";"Mina";"Everton";"Defender";1,5;0,5;35;1;0;3;293;111;6;2,9;11;3;0;0;2;166;185,6;37,2;59;28,1;0,3;6,5;"";5,4;1;1,5;100;FALSE;0;801;2;11
"238";238;507;"Bernard";"Anício Caldeira Duarte";"Everton";"Midfielder";2,3;0,2;63;0;4;8;87;169;3;2,3;16;5;0;0;4;216;241,8;439,2;178;85,9;0,4;10,7;"";5,9;1,8;2,3;100;FALSE;0;1539;3;11
"239";239;508;"André Filipe";"Tavares Gomes";"Everton";"Midfielder";2,3;0,2;56;1;2;7;70;340;2;2,4;25;6;0;0;2;233;232,6;111,6;164;50,8;0,4;10,4;"Knock - 75% chance of playing";5,4;1,8;1,7;100;FALSE;1;1682;3;11
"240";240;526;"Kurt";"Zouma";"Everton";"Defender";1,8;0,5;69;1;2;5;120;477;0;2,8;35;3;1;0;7;375;430,8;77,9;146;65,8;0,4;13,8;"";5;0;1,8;0;FALSE;1;1983;2;11
"241";241;528;"Kieran";"Dowell";"Everton";"Midfielder";0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Sheffield United";4,5;0;0;0;FALSE;0;0;3;11
"242";242;532;"Tyias";"Browning";"Everton";"Defender";0;0,1;0;0;0;0;20;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Joined Guangzhou Evergrande";4;0;0;0;FALSE;0;0;2;11
"243";243;9;"Calum";"Chambers";"Fulham";"Defender";2;1;42;2;0;2;624;581;1;1,8;41;6;0;0;0;320;499,2;148,3;317;96,7;0,5;10;"";4,2;0,5;2;100;FALSE;0;1956;2;54
"244";244;178;"Marcus";"Bettinelli";"Fulham";"Goalkeeper";0;0,3;15;0;0;0;10;135;0;2,1;20;1;0;20;0;114;195;0;0;19,4;0;3,5;"Knee injury - Unknown return date";4,3;0;0;0;FALSE;0;630;1;54
"245";245;180;"Tim";"Ream";"Fulham";"Defender";1;0,1;29;0;0;2;47;91;1;1,4;45;0;0;0;3;243;253,8;43,2;2;30,1;0,2;6,9;"";4,2;-0,5;0;100;FALSE;2;1615;2;54
"246";246;181;"Denis";"Odoi";"Fulham";"Defender";0,8;0,1;36;0;1;2;38;84;0;1,3;62;4;0;0;2;395;553;163,3;58;77,7;0,2;8,2;"";4,4;-0,7;-0,4;100;FALSE;0;2475;2;54
"247";247;182;"Tom";"Cairney";"Fulham";"Midfielder";2;0,4;49;0;1;3;61;126;2;2;40;0;0;0;0;285;231,4;441,7;143;81,8;0,4;10,7;"";4,6;0,5;2;100;FALSE;0;1673;3;54
"248";248;183;"Kevin";"McDonald";"Fulham";"Midfielder";0,8;0,3;15;0;0;0;383;272;0;1,2;27;4;1;0;0;118;97;70,9;15;18,4;0,2;3,6;"";4,2;-0,7;-0,4;100;FALSE;0;832;3;54
"249";249;184;"Ryan";"Sessegnon";"Fulham";"Midfielder";1,8;1,9;74;2;6;0;115;394;1;2,6;50;0;0;0;3;236;344,2;369,5;304;102;0,3;12,3;"";6;0,3;1,6;100;FALSE;0;1686;3;54
"250";250;185;"Stefan";"Johansen";"Fulham";"Midfielder";0;0;11;0;0;0;0;3;0;0,9;12;4;0;0;0;48;48,8;33;7;9;0;2,2;"Season-long loan to West Bromwich Albion";5;0;0;0;FALSE;0;409;3;54
"251";251;186;"Floyd";"Ayité";"Fulham";"Midfielder";1,8;0,1;17;1;0;0;115;73;2;1,5;8;0;0;0;0;56;66;41,6;54;16;0,4;4;"";4,3;0,3;1,6;100;FALSE;0;317;3;54
"252";252;187;"Neeskens";"Kebano";"Fulham";"Midfielder";0,2;0;5;0;0;0;20;15;1;1;2;0;0;0;0;20;17,6;7;4;3;0;1,2;"";4,3;-1,3;-1,6;100;FALSE;0;66;3;54
"253";253;188;"Rui Pedro";"da Rocha Fonte";"Fulham";"Midfielder";0;0,1;0;0;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Lille";4,4;0;0;0;FALSE;0;0;3;54
"254";254;189;"Aboubakar";"Kamara";"Fulham";"Forward";0;5,9;28;3;0;1;34;4847;0;2,2;17;2;0;0;2;82;150;149,5;244;53,1;0;6,2;"Season-long loan to Yeni Malatyaspor";4,5;0;0;0;FALSE;0;688;4;54
"255";255;455;"Maxime";"Le Marchand";"Fulham";"Defender";0;0,1;20;0;1;0;13;29;0;1,1;42;2;0;0;1;278;430;116;73;62,2;0;4,8;"";4,2;-1,5;-2;100;FALSE;0;1620;2;54
"256";256;456;"Jean Michael";"Seri";"Fulham";"Midfielder";0,8;1,4;67;1;3;2;59;303;2;2,3;53;6;0;0;6;398;441,6;796;140;137,9;0,2;13,7;"";4,9;-0,7;-0,4;NA;FALSE;1;2136;3;54
"257";257;460;"Cyrus";"Christie";"Fulham";"Defender";0,2;0,1;28;0;0;2;22;61;1;1,3;32;4;0;0;0;199;305,2;255,3;84;64,4;0;6,7;"";4,2;-1,3;-1,6;100;FALSE;0;1510;2;54
"258";258;474;"Fabricio";"Agosto Ramírez";"Fulham";"Goalkeeper";0;0,2;8;0;0;0;21;56;0;4;5;0;0;15;2;47;115,2;0;0;11,5;0;1,9;"";4,2;-1,5;-2;NA;FALSE;0;180;1;54
"259";259;478;"André";"Schürrle";"Fulham";"Midfielder";0;2,2;73;6;0;2;19;1197;0;3,3;43;2;0;0;2;254;356,2;305,4;462;111,7;0;13,3;"Illness - 75% chance of playing";5,5;-1,1;-1,5;75;FALSE;1;1609;3;54
"260";260;480;"Aleksandar";"Mitrovic";"Fulham";"Forward";2;11,9;116;10;3;2;1627;14876;2;3,7;69;6;0;0;12;321;575,6;424,4;1276;227,9;0,3;18,1;"";6,4;0,5;2;NA;FALSE;3;2740;4;54
"261";261;487;"Alfie";"Mawson";"Fulham";"Defender";0;0,1;18;0;0;1;6;23;0;1,4;22;2;0;0;2;155;234,6;22,4;29;28,6;0;3,8;"Knee injury - Expected back 06 Apr";4,8;0;0;0;FALSE;0;1035;2;54
"262";262;509;"Sergio";"Rico";"Fulham";"Goalkeeper";1,8;0,4;55;0;0;2;165;386;2;2,5;45;0;0;82;3;371;610,2;20,3;0;63;0,4;12,5;"";4,4;0,3;1,6;NA;FALSE;0;1980;1;54
"263";263;510;"Joe";"Bryan";"Fulham";"Defender";0,4;0,1;29;0;1;2;28;28;0;1,4;43;4;0;0;1;267;345,4;243,5;140;72,9;0,1;6;"";4,8;-1,1;-1,2;100;FALSE;0;1714;2;54
"264";264;511;"Timothy";"Fosu-Mensah";"Fulham";"Defender";0,4;0,3;6;0;0;0;27;35;2;0,6;16;3;0;0;0;80;93,8;89,2;28;21;0,1;1,3;"";4,5;-1,1;-1,2;100;FALSE;0;636;2;54
"265";265;512;"André-Frank";"Zambo Anguissa";"Fulham";"Midfielder";1;0,1;20;0;0;0;25;23;1;1,3;22;1;1;0;0;129;169,6;63,4;89;32,2;0,2;4,5;"";4,4;-0,5;0;100;FALSE;0;889;3;54
"266";266;513;"Luciano";"Vietto";"Fulham";"Forward";0,6;0,4;47;1;4;1;135;303;0;2,4;21;1;0;0;4;171;206,2;306,8;346;85,6;0,1;8,9;"";5,3;-0,9;-0,8;NA;FALSE;1;980;4;54
"267";267;521;"Ibrahima";"Cissé";"Fulham";"Midfielder";0;0,1;4;0;0;0;69;66;0;1,3;4;0;0;0;0;16;11,6;2,1;0;1,4;0;0,9;"";4,3;-1,5;-2;NA;FALSE;0;86;3;54
"268";268;541;"Zeze Steven";"Sessegnon";"Fulham";"Defender";0;0,1;0;0;0;0;79;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;-1,5;-2;NA;FALSE;0;0;2;54
"269";269;575;"Ryan";"Babel";"Fulham";"Midfielder";4,8;0,3;35;2;3;0;1402;955;9;3,9;18;3;0;0;2;128;159,2;170,7;230;56,1;0,9;6,4;"";5,5;3,3;7,6;100;FALSE;1;713;3;54
"270";270;593;"Håvard";"Nordtveit";"Fulham";"Defender";1,4;0;7;0;1;0;10;28;0;1,8;10;0;0;0;0;67;91,6;31,4;0;12,3;0,3;1,6;"";4,5;-0,1;0,8;100;FALSE;0;360;2;54
"271";271;594;"Lazar";"Markovic";"Fulham";"Midfielder";0,2;0;1;0;0;0;13;36;0;1;1;0;0;0;0;3;6,2;13;4;2,3;0;0,2;"";4,9;-1,3;-1,6;100;FALSE;0;45;3;54
"272";272;146;"Jason";"Puncheon";"Huddersfield";"Midfielder";0,4;1,2;15;0;0;1;134;2345;1;1,4;9;1;0;0;0;50;43,6;79,9;39;16,3;0,1;3,6;"Ineligible to face his parent club Crystal Palace as part of his loan conditions - Expected back 06 Apr";4,2;-0,1;0;NA;FALSE;0;392;3;38
"273";273;190;"Ben";"Hamer";"Huddersfield";"Goalkeeper";0;6;5;0;0;0;3161;3086;0;1,3;11;0;0;13;0;50;97,8;0;0;9,7;0;1,3;"";3,9;-0,5;0;100;FALSE;0;282;1;38
"274";274;191;"Jonas";"Lössl";"Huddersfield";"Goalkeeper";2,8;1,8;88;0;0;5;623;1598;0;3,1;46;0;0;76;6;483;661,4;30,3;4;69,4;0,6;20;"";4,4;2,3;2,8;100;FALSE;1;2507;1;38
"275";275;192;"Christopher";"Schindler";"Huddersfield";"Defender";2;2,4;70;1;1;5;548;4218;0;2,3;53;4;1;0;7;419;519,6;34,8;143;69,9;0,5;16,7;"Illness - 75% chance of playing";4,2;1,5;1,5;100;FALSE;1;2630;2;38
"276";276;193;"Chris";"Löwe";"Huddersfield";"Defender";1;0,1;42;0;3;1;38;33;3;1,8;43;1;0;0;6;263;263,8;304,2;104;67,1;0,2;9,5;"";4,4;0,5;1;100;FALSE;0;1669;2;38
"277";277;194;"Tommy";"Smith";"Huddersfield";"Defender";-0,6;0,1;4;0;0;1;20;11;0;0,4;23;2;1;0;0;82;87,4;47,4;22;15,7;-0,1;0,9;"";4,4;-1,1;-0,6;100;FALSE;0;646;2;38
"278";278;195;"Mathias";"Jorgensen";"Huddersfield";"Defender";0,4;2,8;67;3;1;3;107;1402;0;2,8;38;6;0;0;4;402;544,2;103,7;169;81,9;0,1;15,2;"";4,4;-0,1;0,4;100;FALSE;0;2147;2;38
"279";279;196;"Scott";"Malone";"Huddersfield";"Defender";0;1,1;0;0;0;0;2;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Derby County";4;0;0;0;FALSE;0;0;2;38
"280";280;197;"Florent";"Hadergjonaj";"Huddersfield";"Defender";0,4;0,1;50;0;0;4;15;44;0;2,2;32;1;0;0;1;295;265,6;376;80;72,1;0,1;11,6;"";4,3;-0,1;0,4;NA;FALSE;0;1747;2;38
"281";281;198;"Terence";"Kongolo";"Huddersfield";"Defender";2,8;0,2;54;1;1;4;238;134;3;2,2;46;3;0;0;3;336;432,2;129,6;132;69,4;0,7;12,6;"";4,3;1,7;2,8;75;FALSE;1;2086;2;38
"282";282;199;"Aaron";"Mooy";"Huddersfield";"Midfielder";2;1;59;2;1;3;162;190;6;2,6;36;4;0;0;4;331;405,6;626,8;307;134,1;0,4;11,8;"";5;1,5;2;100;FALSE;1;1868;3;38
"283";283;200;"Rajiv";"van La Parra";"Huddersfield";"Midfielder";0;0;10;0;0;1;2;1;0;2;6;0;0;0;0;13;27,8;57,6;41;12,6;0;2,2;"Season-long loan to Middlesbrough";4,6;0;0;0;FALSE;0;405;3;38
"284";284;201;"Jonathan";"Hogg";"Huddersfield";"Midfielder";1;0,2;44;0;1;5;12;239;0;2;27;5;1;0;3;278;307;220,1;41;56,9;0,2;10;"Rib Injury - Expected back 30 Mar";4,4;0;0;0;FALSE;0;1799;3;38
"285";285;202;"Philip";"Billing";"Huddersfield";"Midfielder";1,2;1,4;63;2;0;5;249;1413;0;2,3;43;7;0;0;4;317;494,6;341;375;121,3;0,3;14;"";4,5;0,7;1,2;100;FALSE;0;2187;3;38
"286";286;203;"Tom";"Ince";"Huddersfield";"Midfielder";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Stoke";5;0;0;0;FALSE;0;0;3;38
"287";287;204;"Danny";"Williams";"Huddersfield";"Midfielder";0;0;4;0;0;1;3;3;0;1,3;0;1;0;0;0;6;5;1,1;1;0,6;0;0,9;"Lack of match fitness - Unknown return date";4,5;0;0;0;FALSE;0;83;3;38
"288";288;205;"Abdelhamid";"Sabiri";"Huddersfield";"Midfielder";0;0;2;0;0;0;13;23;0;1;3;0;0;0;0;6;4,2;0,5;2;0,7;0;0,5;"Lack of match fitness - 75% chance of playing";4,3;-0,4;0;75;FALSE;0;48;3;38
"289";289;206;"Alex";"Pritchard";"Huddersfield";"Midfielder";1,8;0,1;54;1;0;7;11;58;1;2,2;33;2;0;0;0;188;220,6;387,9;430;103,8;0,4;11,3;"";4,8;1,3;1,8;NA;FALSE;0;1746;3;38
"290";290;207;"Ramadan";"Sobhi";"Huddersfield";"Midfielder";0;0,1;4;0;0;0;0;6;0;1;2;0;0;0;0;13;15,4;48,2;6;6,9;0;0,9;"Season-long loan to Al Ahly";4,7;0;0;0;FALSE;0;75;3;38
"291";291;208;"Juninho";"Bacuna";"Huddersfield";"Midfielder";3;0,5;28;1;0;0;1219;1066;8;2;22;2;0;0;1;137;194,4;161,6;84;44,1;0,7;6,7;"Knock - 75% chance of playing";4,2;2,5;2,3;100;FALSE;1;897;3;38
"292";292;209;"Collin";"Quaner";"Huddersfield";"Forward";0;3,4;2;0;0;0;1435;2545;0;1;2;0;0;0;0;3;2,2;13,7;0;1,6;0;0,5;"Joined Ipswich Town on loan for the remainder of the season on 8/1. - Expected back 30 Jun";4,3;0;0;0;FALSE;0;37;4;38
"293";293;210;"Laurent";"Depoitre";"Huddersfield";"Forward";0,4;0,4;34;0;1;0;27;424;0;1,5;23;1;0;0;0;40;51,6;124,3;381;54,8;0,1;6,7;"Foot injury - Expected back 30 Mar";5,1;0;0;0;FALSE;0;1058;4;38
"294";294;211;"Steve";"Mounie";"Huddersfield";"Forward";2,6;0,2;62;2;4;5;81;371;1;2,4;30;1;1;0;4;151;223,2;243,5;707;115,4;0,4;10,7;"";5,8;2,1;2,6;100;FALSE;0;1584;4;38
"295";295;212;"Elias";"Kachunga";"Huddersfield";"Forward";1;0,2;23;0;0;1;125;331;0;1,4;23;2;0;0;0;28;69,6;104,8;128;29,7;0,2;4,8;"";4,8;0,5;1;100;FALSE;0;982;4;38
"296";296;461;"Erik";"Durm";"Huddersfield";"Defender";1,8;0,1;45;0;1;3;15;30;0;2;29;0;0;0;2;239;216,2;183,4;110;51,1;0,4;10,2;"";4,4;1;1,8;75;FALSE;1;1576;2;38
"297";297;471;"Adama";"Diakhaby";"Huddersfield";"Midfielder";0;0;18;0;1;1;6;22;0;1,6;16;1;0;0;0;37;40;80,6;115;23,4;0;4;"Hamstring injury - Expected back 30 Mar";4,5;0;0;0;FALSE;0;547;3;38
"298";298;514;"Isaac";"Mbenza";"Huddersfield";"Midfielder";0;0;24;0;1;0;4;3;0;1,4;13;1;0;0;0;82;59;69,7;134;25,9;0;4,1;"Calf injury - Expected back 30 Mar";5,9;0;0;0;FALSE;0;586;3;38
"299";299;522;"Jon Gorenc";"Stankovic";"Huddersfield";"Defender";2,8;3,2;20;1;0;2;3275;2248;0;3,3;12;1;0;0;2;92;115;25,9;78;21,9;0,7;5,1;"";3,9;2,3;2,8;NA;FALSE;0;418;2;38
"300";300;533;"Ryan";"Schofield";"Huddersfield";"Goalkeeper";0;0,1;0;0;0;0;7;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Notts County";4;0;0;0;FALSE;0;0;1;38
"301";301;585;"Karlan";"Grant";"Huddersfield";"Forward";4,2;0;23;2;1;1;989;269;13;3,8;5;0;0;0;3;78;79;60,4;114;25,3;0,8;4,6;"Knock - 75% chance of playing";5;3,7;3,2;NA;FALSE;1;308;4;38
"302";302;598;"Joel";"Coleman";"Huddersfield";"Goalkeeper";0;0;0;0;0;0;53;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;-0,5;0;NA;FALSE;0;0;1;38
"303";303;601;"Demeaco";"Duhaney";"Huddersfield";"Defender";0,3;0;1;0;0;0;24;15;0;1;0;0;0;0;0;1;3,8;1,6;0;0,5;0,1;0,3;"Hip injury - Unknown return date";4;0;0;0;FALSE;0;45;2;38
"304";304;606;"Matthew";"Daly";"Huddersfield";"Midfielder";0;0;0;0;0;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,5;-0,5;0;NA;FALSE;0;0;3;38
"305";305;607;"Aaron";"Rowe";"Huddersfield";"Midfielder";1;0;2;0;0;0;5;4;1;1;1;0;0;0;0;-2;0;1,2;0;0;0,2;0,4;"Knock - 75% chance of playing";4,5;0,5;0,8;NA;FALSE;0;68;3;38
"306";306;213;"Kasper";"Schmeichel";"Leicester";"Goalkeeper";1,4;4,9;92;0;0;7;1354;3461;2;3;43;2;0;71;6;479;583,2;0;4;58,6;0,3;18,4;"";5;1,4;1,4;NA;FALSE;1;2790;1;13
"307";307;214;"Eldin";"Jakupovic";"Leicester";"Goalkeeper";0;0,1;0;0;0;0;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,3;0;0;NA;FALSE;0;0;1;13
"308";308;215;"Wes";"Morgan";"Leicester";"Defender";2,2;0,9;57;2;0;5;2451;464;10;3;26;1;2;0;4;299;391,4;38,2;234;66,5;0,5;12,7;"";4,5;2,2;2,2;100;FALSE;1;1654;2;13
"309";309;216;"Christian";"Fuchs";"Leicester";"Defender";0,2;0,4;3;0;0;0;132;97;1;1;5;0;0;0;0;38;50,4;85,6;14;14,9;0;0,7;"";4,1;0,2;0,2;NA;FALSE;0;206;2;13
"310";310;217;"Danny";"Simpson";"Leicester";"Defender";0;0,2;11;0;0;1;48;74;0;2,2;4;0;0;0;0;47;73,4;12,5;2;8,8;0;2,6;"";4,2;0;0;100;FALSE;0;275;2;13
"311";311;218;"Yohan";"Benalouane";"Leicester";"Defender";0;0,7;0;0;0;0;25;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Nottingham Forest";3,9;0;0;0;FALSE;0;0;2;13
"312";312;219;"Benjamin";"Chilwell";"Leicester";"Defender";1,4;2,8;88;0;3;7;2324;4385;2;3;38;3;0;0;8;438;542,4;525;239;131,2;0,3;17,6;"";5;1,4;1,4;100;FALSE;1;2610;2;13
"313";313;220;"Harry";"Maguire";"Leicester";"Defender";0,6;8,9;74;3;1;4;49;17202;-2;2,8;37;5;1;0;8;433;606,6;148,1;425;117,9;0,1;13,7;"Suspended until 06 Apr";5,4;0,6;0;100;FALSE;2;2146;2;13
"314";314;221;"Ricardo Domingos";"Barbosa Pereira";"Leicester";"Defender";1,2;13,9;108;2;6;7;4353;26128;2;3,9;40;6;0;0;14;513;702,6;431;338;147,1;0,2;20;"";5,4;1,2;1,2;NA;FALSE;3;2493;2;13
"315";315;222;"Jonny";"Evans";"Leicester";"Defender";2,8;0,5;54;1;0;5;533;703;2;2,8;23;2;0;0;1;305;350,4;53,8;133;53,8;0,6;11,3;"";4,8;2,8;2,8;100;FALSE;0;1543;2;13
"316";316;224;"Marc";"Albrighton";"Leicester";"Midfielder";0;0,3;52;2;2;3;9;106;0;2,4;15;3;0;0;4;237;322,8;327,8;197;84,8;0;10,2;"Hamstring injury - Unknown return date";5,1;0;0;0;FALSE;0;1300;3;13
"317";317;225;"Demarai";"Gray";"Leicester";"Midfielder";2,6;1,1;73;4;1;5;269;2249;1;2,6;25;2;0;0;3;211;298,2;267,3;513;107,4;0,5;13,5;"";5,4;2,6;2,6;100;FALSE;0;1637;3;13
"318";318;226;"Daniel";"Amartey";"Leicester";"Midfielder";0;0,2;15;0;0;1;8;34;0;1,7;9;2;0;0;0;103;139;46,7;21;20,8;0;3,5;"Leg injury - Unknown return date";4,3;0;0;0;FALSE;0;639;3;13
"319";319;227;"Wilfred";"Ndidi";"Leicester";"Midfielder";1,8;0,8;75;2;0;7;302;876;2;2,4;42;7;0;0;4;448;581;293,4;312;118,8;0,4;15,3;"";4,9;1,8;1,8;100;FALSE;0;2758;3;13
"320";320;228;"Vicente";"Iborra";"Leicester";"Midfielder";0;0;9;0;0;0;2;11;0;1,1;4;0;0;0;0;31;26,8;27,8;25;8;0;1,9;"Joined Villarreal in a permanent move";4,7;0;0;0;FALSE;0;224;3;13
"321";321;229;"Matty";"James";"Leicester";"Midfielder";0;0;0;0;0;0;48;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,4;0;0;100;FALSE;0;0;3;13
"322";322;230;"Hamza";"Choudhury";"Leicester";"Midfielder";0;0,1;11;0;0;2;27;107;0;2,2;3;0;0;0;0;41;67,2;30,5;41;14;0;2,6;"";4,3;0;0;NA;FALSE;0;332;3;13
"323";323;231;"Adrien Sebastian";"Perruchet Silva";"Leicester";"Midfielder";0;0,2;3;0;0;0;0;16;0;1,5;1;0;0;0;0;16;14,2;6,3;0;2,1;0;0,6;"Season-long loan to Monaco";4,7;0;0;0;FALSE;0;87;3;13
"324";324;232;"Fousseni";"Diabaté";"Leicester";"Midfielder";0;0;1;0;0;0;0;9;0;1;1;0;0;0;0;4;7,4;15,8;0;2,3;0;0,2;"Season-long loan to Sivasspor";4,6;0;0;0;FALSE;0;54;3;13
"325";325;233;"James";"Maddison";"Leicester";"Midfielder";5;6,5;112;6;6;5;13446;10805;9;3,9;39;3;1;0;12;523;661,8;1259,4;564;248,3;0,7;16,5;"";6,8;5;5;100;FALSE;1;2219;3;13
"326";326;234;"Jamie";"Vardy";"Leicester";"Forward";7;10;124;12;4;8;6436;55325;2;4,6;31;3;1;0;22;412;578,6;298,5;863;173,8;0,8;13,6;"";9,1;7;7;100;FALSE;2;2097;4;13
"327";327;235;"Shinji";"Okazaki";"Leicester";"Forward";0,6;0,5;23;0;1;0;126;198;0;1,2;4;0;0;0;0;55;42,6;24,9;88;15,4;0,1;4,4;"";5,2;0,6;0,6;100;FALSE;0;216;4;13
"328";328;236;"Kelechi";"Iheanacho";"Leicester";"Forward";0,6;0,8;54;1;5;1;105;353;0;2,2;16;1;0;0;3;154;132,8;206,6;206;54;0,1;9,5;"";5,7;0,6;0,6;NA;FALSE;1;888;4;13
"329";329;457;"Danny";"Ward";"Leicester";"Goalkeeper";0;0,1;0;0;0;0;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,3;0;0;NA;FALSE;0;0;1;13
"330";330;492;"Rachid";"Ghezzal";"Leicester";"Midfielder";0,4;0,1;27;1;0;1;6;42;0;1,5;13;3;0;0;2;109;146,6;306,7;228;68,1;0,1;5,4;"";5;0,4;0,4;100;FALSE;0;732;3;13
"331";331;501;"Filip";"Benkovic";"Leicester";"Defender";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Celtic";5;0;0;0;FALSE;0;0;2;13
"332";332;515;"Çaglar";"Söyüncü";"Leicester";"Defender";0;0;7;0;0;0;18;12;0;1,4;3;1;0;0;0;37;59,2;2,2;22;8,4;0;1,4;"";4,9;0;0;100;FALSE;0;281;2;13
"333";333;527;"Nampalys";"Mendy";"Leicester";"Midfielder";0,8;1;54;0;1;7;388;702;1;2;29;5;0;0;0;277;227,4;118,1;23;36,9;0,2;12,3;"";4,4;0,8;0,8;100;FALSE;0;2037;3;13
"334";334;558;"Josh";"Knight";"Leicester";"Defender";0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Peterborough";4;0;0;0;FALSE;0;0;2;13
"335";335;571;"Harvey";"Barnes";"Leicester";"Midfielder";3,2;0,5;26;0;3;0;463;1675;2;2,9;13;0;0;0;0;86;93,4;145,5;425;66,2;0,6;4,7;"";5,5;3,2;3,2;NA;FALSE;0;699;3;13
"336";336;591;"Youri";"Tielemans";"Leicester";"Midfielder";5,2;0,9;27;1;3;0;4041;2896;5;4,5;9;1;0;0;2;114;122,6;132,1;109;36,5;0,9;4,5;"";6;5,2;5,2;NA;FALSE;0;473;3;13
"337";337;237;"Simon";"Mignolet";"Liverpool";"Goalkeeper";0;0,1;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,7;1,5;0;100;FALSE;0;0;1;14
"338";338;238;"Loris";"Karius";"Liverpool";"Goalkeeper";0;0,1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Two year loan to Besiktas";4,9;0;0;0;FALSE;0;0;1;14
"339";339;239;"Dejan";"Lovren";"Liverpool";"Defender";0;1,5;54;1;1;5;100;290;0;6;5;1;0;0;9;207;196,8;27;68;29,2;0;11;"";4,9;1,5;0;100;FALSE;2;810;2;14
"340";340;240;"Alberto";"Moreno";"Liverpool";"Defender";0;0,2;4;0;0;0;31;42;0;2;2;0;0;0;0;24;20;42;5;6,7;0;1;"";4,1;1,5;0;100;FALSE;0;154;2;14
"341";341;242;"Joseph";"Gomez";"Liverpool";"Defender";0;1;52;0;0;7;32;204;0;4;4;2;0;0;2;259;208,6;91,8;44;34,5;0;10,8;"Leg injury - Expected back 31 Mar";4,8;0;0;0;FALSE;0;1047;2;14
"342";342;243;"Joel";"Matip";"Liverpool";"Defender";4,4;1,1;60;1;0;6;1471;2382;2;3,5;10;3;0;0;6;281;310,6;34,6;79;42,5;0,9;12,2;"";4,9;5,9;4,4;100;FALSE;1;1085;2;14
"343";343;244;"Ragnar";"Klavan";"Liverpool";"Defender";0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Cagliari";4,4;0;0;0;FALSE;0;0;2;14
"344";344;245;"Trent";"Alexander-Arnold";"Liverpool";"Defender";6,2;20,7;125;1;6;12;13301;25744;2;5,7;10;3;0;0;14;520;495,2;577,3;213;128,4;1,1;22,3;"Back injury - 75% chance of playing";5,6;7,7;4,7;100;FALSE;6;1870;2;14
